Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,City,State,Postal Code,Region,Sales,Quantity,Discount,Profit
CA-2014-158064,4/21/2014,4/25/2014,Standard Class,AA-10375,Consumer,United States,Los Angeles,California,90008,West,16.52,5,0.2,5.5755
CA-2014-158225,9/22/2014,9/28/2014,Standard Class,SE-20110,Consumer,United States,San Jose,California,95123,West,210.13,7,0.0,42.769299999999994
CA-2014-158274,11/19/2014,11/24/2014,Second Class,RM-19675,Home Office,United States,Monroe,Louisiana,71203,South,682.91,11,0.0,180.26559999999998
CA-2014-158281,9/2/2014,9/7/2014,Standard Class,AG-10525,Corporate,United States,Houston,Texas,77095,Central,559.71,3,0.4,-121.2705
CA-2014-158337,3/11/2014,3/14/2014,Second Class,KA-16525,Consumer,United States,New York City,New York,10024,East,108.92,14,0.0,49.014
CA-2014-158372,11/10/2014,11/16/2014,Standard Class,RD-19900,Consumer,United States,San Diego,California,92037,West,807.6859999999999,32,0.03333333333333333,136.8365
CA-2014-158442,3/17/2014,3/17/2014,Same Day,AZ-10750,Consumer,United States,Dallas,Texas,75217,Central,25.184,6,0.20000000000000004,7.656000000000001
CA-2014-158470,4/19/2014,4/23/2014,Second Class,AG-10390,Consumer,United States,Arlington,Virginia,22204,South,129.32999999999998,14,0.0,60.9174
CA-2014-158540,11/24/2014,11/26/2014,First Class,VG-21790,Consumer,United States,San Diego,California,92037,West,151.72,4,0.0,27.3096
CA-2014-158771,5/9/2014,5/9/2014,Same Day,SB-20290,Corporate,United States,Henderson,Kentucky,42420,South,158.70999999999998,18,0.0,50.7928
CA-2014-159121,7/26/2014,8/1/2014,Standard Class,JO-15145,Corporate,United States,Draper,Utah,84020,West,111.93,7,0.0,34.6983
CA-2014-159184,9/14/2014,9/19/2014,Standard Class,JC-15775,Consumer,United States,Macon,Georgia,31204,South,149.56,7,0.0,56.1248
CA-2014-159338,6/25/2014,6/28/2014,First Class,NS-18640,Corporate,United States,Los Angeles,California,90049,West,447.84,5,0.2,11.196
CA-2014-159625,11/23/2014,11/28/2014,Standard Class,SM-20005,Consumer,United States,Scottsdale,Arizona,85254,West,23.472,3,0.2,8.802
CA-2014-159709,5/10/2014,5/15/2014,Standard Class,AI-10855,Consumer,United States,Kent,Washington,98031,West,201.73,8,0.1,81.8437
CA-2014-159800,11/28/2014,12/1/2014,First Class,SG-20470,Consumer,United States,San Francisco,California,94109,West,183.61,10,0.0,46.7761
CA-2014-159814,6/24/2014,6/28/2014,Standard Class,LP-17080,Consumer,United States,Tucson,Arizona,85705,West,4.272,2,0.2,0.9612
CA-2014-159835,11/17/2014,11/24/2014,Standard Class,RB-19330,Consumer,United States,Philadelphia,Pennsylvania,19143,East,670.3779999999999,7,0.25,-90.1
CA-2014-159849,9/19/2014,9/19/2014,Same Day,JK-15640,Home Office,United States,San Francisco,California,94110,West,5.67,3,0.0,0.1134
CA-2014-160066,11/16/2014,11/22/2014,Standard Class,AH-10075,Corporate,United States,Huntington Beach,California,92646,West,5.22,2,0.0,2.4012
CA-2014-160094,4/30/2014,5/2/2014,First Class,JM-16195,Consumer,United States,Louisville,Kentucky,40214,South,1000.95,10,0.0,260.247
CA-2014-160157,12/20/2014,12/27/2014,Standard Class,MH-17455,Consumer,United States,Hamilton,Ohio,45011,East,190.848,3,0.2,-21.4704
CA-2014-160276,4/2/2014,4/8/2014,Standard Class,AH-10690,Corporate,United States,Virginia Beach,Virginia,23464,South,177.68,2,0.0,46.1968
CA-2014-160766,9/14/2014,9/14/2014,Same Day,DM-13015,Consumer,United States,New York City,New York,10009,East,4283.792,35,0.05714285714285715,1599.6806
CA-2014-160773,7/1/2014,7/5/2014,Standard Class,LW-16825,Corporate,United States,Deltona,Florida,32725,South,581.1039999999999,8,0.44999999999999996,68.3612
CA-2014-161032,11/18/2014,11/23/2014,Standard Class,MK-17905,Corporate,United States,Franklin,Wisconsin,53132,Central,392.94,3,0.0,43.2234
CA-2014-161508,7/12/2014,7/16/2014,Standard Class,PV-18985,Home Office,United States,League City,Texas,77573,Central,554.1659999999999,15,0.225,-4.5604
CA-2014-161634,11/14/2014,11/20/2014,Standard Class,CC-12220,Consumer,United States,Chesapeake,Virginia,23320,South,32.4,5,0.0,15.552
CA-2014-162089,3/30/2014,4/1/2014,First Class,MP-17470,Home Office,United States,Brownsville,Texas,78521,Central,714.966,19,0.2333333333333333,192.3929
CA-2014-162278,10/26/2014,10/30/2014,Second Class,AH-10585,Consumer,United States,Seattle,Washington,98105,West,447.88,9,0.1,41.592
CA-2014-162362,11/14/2014,11/18/2014,Standard Class,JL-15505,Consumer,United States,Midland,Michigan,48640,Central,24.240000000000002,7,0.0,12.0048
CA-2014-162684,8/1/2014,8/6/2014,Standard Class,AS-10630,Home Office,United States,Philadelphia,Pennsylvania,19120,East,5.68,2,0.2,1.917
CA-2014-162775,1/13/2014,1/15/2014,Second Class,CS-12250,Corporate,United States,Bossier City,Louisiana,71111,South,1287.26,20,0.0,326.5672
CA-2014-162866,12/27/2014,12/31/2014,Standard Class,Co-12640,Consumer,United States,Skokie,Illinois,60076,Central,62.967999999999996,10,0.4,-16.7696
CA-2014-162992,12/19/2014,12/21/2014,First Class,BP-11095,Corporate,United States,Los Angeles,California,90008,West,832.1379999999999,16,0.1,104.47849999999998
CA-2014-163013,11/28/2014,12/4/2014,Standard Class,BF-11080,Consumer,United States,Montgomery,Alabama,36116,South,14.67,3,0.0,3.9609
CA-2014-163034,11/24/2014,11/28/2014,Standard Class,DK-12985,Consumer,United States,Chicago,Illinois,60610,Central,646.2,5,0.2,-8.0775
CA-2014-163223,3/21/2014,3/25/2014,Standard Class,KH-16690,Corporate,United States,Springfield,Virginia,22153,South,3769.56,22,0.0,1038.5751
CA-2014-163412,12/20/2014,12/23/2014,Second Class,SM-20950,Corporate,United States,New York City,New York,10035,East,192.186,3,0.1,36.3018
CA-2014-163419,11/11/2014,11/14/2014,Second Class,TZ-21580,Consumer,United States,Louisville,Colorado,80027,West,1167.296,8,0.20000000000000004,132.29399999999998
CA-2014-163447,12/27/2014,12/31/2014,Standard Class,TB-21190,Home Office,United States,New York City,New York,10011,East,767.214,14,0.1,161.9674
CA-2014-163468,11/18/2014,11/21/2014,First Class,JK-15730,Consumer,United States,Des Plaines,Illinois,60016,Central,1109.372,20,0.48,-284.74739999999997
CA-2014-163552,7/11/2014,7/15/2014,Standard Class,LA-16780,Corporate,United States,Hackensack,New Jersey,7601,East,1368.6200000000001,25,0.0,413.6125
CA-2014-163559,9/23/2014,9/28/2014,Second Class,ST-20530,Consumer,United States,New York City,New York,10035,East,139.44,3,0.2,47.061
CA-2014-163650,9/23/2014,9/25/2014,First Class,TT-21220,Consumer,United States,Dover,Delaware,19901,East,44.34,6,0.0,18.3786
CA-2014-163748,10/14/2014,10/18/2014,Standard Class,HG-15025,Consumer,United States,Fort Worth,Texas,76106,Central,2003.1200000000001,9,0.5,616.4554999999999
CA-2014-163867,6/3/2014,6/6/2014,First Class,RE-19450,Consumer,United States,Decatur,Illinois,62521,Central,210.176,14,0.3333333333333333,-24.8722
CA-2014-164182,7/14/2014,7/18/2014,Standard Class,ST-20530,Consumer,United States,Philadelphia,Pennsylvania,19140,East,111.05000000000001,7,0.30000000000000004,-10.3644
CA-2014-164210,11/18/2014,11/20/2014,Second Class,PW-19240,Consumer,United States,Louisville,Colorado,80027,West,181.78799999999998,6,0.35,-86.73360000000001
CA-2014-164224,5/18/2014,5/20/2014,Second Class,TT-21070,Consumer,United States,Akron,Ohio,44312,East,165.168,7,0.2,9.5076
CA-2014-164259,12/28/2014,12/30/2014,First Class,SP-20860,Corporate,United States,Philadelphia,Pennsylvania,19143,East,99.136,4,0.2,8.6744
CA-2014-164315,4/2/2014,4/8/2014,Standard Class,RD-19585,Consumer,United States,Athens,Georgia,30605,South,1220.67,15,0.0,341.38239999999996
CA-2014-164469,6/25/2014,6/27/2014,Second Class,GK-14620,Corporate,United States,Salem,Oregon,97301,West,344.91999999999996,17,0.20000000000000004,38.5212
CA-2014-164721,11/25/2014,11/27/2014,Second Class,LW-16825,Corporate,United States,Brentwood,California,94513,West,371.52,13,0.0,115.872
CA-2014-164742,10/13/2014,10/18/2014,Second Class,ML-17395,Corporate,United States,Lakewood,New Jersey,8701,East,264.92,3,0.0,36.5278
CA-2014-164749,3/23/2014,3/26/2014,First Class,BG-11740,Consumer,United States,Delray Beach,Florida,33445,South,9.912,3,0.2,3.2214
CA-2014-164861,12/3/2014,12/6/2014,Second Class,MC-17635,Corporate,United States,Saint Louis,Missouri,63116,Central,25.92,4,0.0,12.4416
CA-2014-164903,2/20/2014,2/24/2014,Standard Class,SR-20740,Home Office,United States,Los Angeles,California,90049,West,12.96,2,0.0,6.2208
CA-2014-164910,11/12/2014,11/17/2014,Second Class,DM-13345,Corporate,United States,Asheville,North Carolina,28806,South,7.872,3,0.2,0.8856
CA-2014-164973,11/4/2014,11/9/2014,Standard Class,NM-18445,Home Office,United States,New York City,New York,10024,East,4807.372,14,0.02,2242.8404
CA-2014-165309,11/11/2014,11/15/2014,Standard Class,KD-16270,Consumer,United States,Houston,Texas,77095,Central,1639.496,27,0.37142857142857144,-1340.5041
CA-2014-165393,12/27/2014,12/30/2014,First Class,NC-18415,Consumer,United States,Fort Worth,Texas,76106,Central,4.984,1,0.8,-8.4728
CA-2014-165428,9/1/2014,9/4/2014,First Class,JL-15130,Consumer,United States,Houston,Texas,77036,Central,34.752,9,0.5,4.8672
CA-2014-165477,12/29/2014,12/31/2014,Second Class,RE-19405,Consumer,United States,Kent,Ohio,44240,East,48.36,5,0.2,6.045
CA-2014-165540,2/21/2014,2/25/2014,Standard Class,TM-21010,Consumer,United States,Woodstock,Illinois,60098,Central,8.85,5,0.8,-13.7175
CA-2014-165568,2/15/2014,2/19/2014,Standard Class,BF-11020,Corporate,United States,Seattle,Washington,98105,West,21.36,5,0.2,7.209
CA-2014-165764,11/3/2014,11/7/2014,Standard Class,SH-20395,Consumer,United States,Jacksonville,North Carolina,28540,South,1395.673,18,0.375,-362.6668
CA-2014-165806,4/7/2014,4/7/2014,Same Day,VM-21685,Home Office,United States,Marietta,Georgia,30062,South,259.29,12,0.0,78.2361
CA-2014-165974,6/29/2014,7/6/2014,Standard Class,DL-12865,Consumer,United States,Cincinnati,Ohio,45231,East,32.76,7,0.2,3.6855
CA-2014-166051,5/31/2014,6/5/2014,Standard Class,JK-15625,Consumer,United States,Jackson,Mississippi,39212,South,773.7,6,0.0,230.9727
CA-2014-166191,12/5/2014,12/9/2014,Second Class,DK-13150,Corporate,United States,Decatur,Illinois,62521,Central,433.56,9,0.2,78.5007
CA-2014-166457,5/5/2014,5/9/2014,Second Class,PF-19120,Consumer,United States,Richmond,Kentucky,40475,South,40.54,7,0.0,17.6846
CA-2014-166555,7/11/2014,7/14/2014,First Class,JK-15205,Consumer,United States,Niagara Falls,New York,14304,East,164.85,3,0.0,47.8065
CA-2014-166590,10/29/2014,11/2/2014,Standard Class,NC-18625,Corporate,United States,Columbus,Indiana,47201,Central,77.86,4,0.0,36.5546
CA-2014-166716,8/20/2014,8/25/2014,Second Class,CR-12730,Consumer,United States,Chicago,Illinois,60610,Central,421.372,2,0.3,-6.0196
CA-2014-166744,9/20/2014,9/24/2014,Standard Class,DN-13690,Consumer,United States,Columbia,Maryland,21044,East,587.14,8,0.0,113.5934
CA-2014-166863,6/20/2014,6/24/2014,Standard Class,SC-20020,Consumer,United States,Plano,Texas,75023,Central,1353.5296,24,0.33142857142857146,-220.376
CA-2014-166884,3/11/2014,3/16/2014,Second Class,CK-12205,Consumer,United States,Columbus,Ohio,43229,East,18.784,11,0.2,3.9883999999999995
CA-2014-166891,10/4/2014,10/6/2014,First Class,CC-12220,Consumer,United States,New York City,New York,10024,East,589.41,5,0.1,-6.549
CA-2014-166954,4/25/2014,4/30/2014,Standard Class,BT-11305,Home Office,United States,San Gabriel,California,91776,West,2061.01,13,0.06666666666666667,290.8953
CA-2014-166961,12/27/2014,12/31/2014,Standard Class,CD-12790,Home Office,United States,Moreno Valley,California,92553,West,107.346,10,0.05,34.3677
CA-2014-166989,11/14/2014,11/18/2014,Standard Class,RM-19675,Home Office,United States,New York City,New York,10011,East,80.624,4,0.05,19.848
CA-2014-167164,5/13/2014,5/15/2014,Second Class,AG-10270,Consumer,United States,West Jordan,Utah,84084,West,55.5,2,0.0,9.99
CA-2014-167360,11/24/2014,11/29/2014,Second Class,RB-19435,Consumer,United States,Saint Louis,Missouri,63116,Central,111.79,7,0.0,43.5981
CA-2014-167486,11/27/2014,12/1/2014,Standard Class,JO-15145,Corporate,United States,Buffalo,New York,14215,East,199.9,5,0.0,39.98
CA-2014-167724,4/13/2014,4/18/2014,Standard Class,BF-11170,Home Office,United States,Baltimore,Maryland,21215,East,7.83,3,0.0,3.6018
CA-2014-167927,1/20/2014,1/26/2014,Standard Class,XP-21865,Consumer,United States,Westland,Michigan,48185,Central,708.616,26,0.0125,183.5546
CA-2014-167997,1/26/2014,1/29/2014,First Class,CA-11965,Corporate,United States,Rapid City,South Dakota,57701,Central,152.64000000000001,4,0.0,44.7684
CA-2014-168130,9/19/2014,9/19/2014,Same Day,BS-11365,Corporate,United States,New York City,New York,10011,East,887.103,7,0.1,177.4206
CA-2014-168158,7/19/2014,7/24/2014,Standard Class,EM-14140,Home Office,United States,Great Falls,Montana,59405,West,6.096,2,0.2,2.2098
CA-2014-168305,11/1/2014,11/8/2014,Standard Class,PL-18925,Home Office,United States,Los Angeles,California,90049,West,65.8,8,0.0,31.83
CA-2014-168312,3/1/2014,3/7/2014,Standard Class,GW-14605,Consumer,United States,Houston,Texas,77036,Central,513.861,6,0.25,-34.445100000000004
CA-2014-168368,2/11/2014,2/15/2014,Second Class,GA-14725,Consumer,United States,Columbia,Missouri,65203,Central,535.27,14,0.0,106.7911
CA-2014-168494,12/12/2014,12/14/2014,Second Class,NP-18700,Consumer,United States,Fresno,California,93727,West,4630.5105,21,0.18333333333333335,242.9916
CA-2014-168823,9/21/2014,9/24/2014,First Class,MA-17560,Home Office,United States,Philadelphia,Pennsylvania,19143,East,32.16,12,0.2,11.1378
CA-2014-168984,11/26/2014,12/2/2014,Standard Class,NW-18400,Consumer,United States,Tigard,Oregon,97224,West,1122.968,12,0.20000000000000004,-249.49400000000003
CA-2014-169019,7/26/2014,7/30/2014,Standard Class,LF-17185,Consumer,United States,San Antonio,Texas,78207,Central,2656.716,31,0.6666666666666666,-3791.1634
CA-2014-169033,3/30/2014,4/3/2014,Standard Class,KM-16720,Consumer,United States,Long Beach,New York,11561,East,49.65,5,0.0,20.853
CA-2014-169061,3/5/2014,3/8/2014,Second Class,AB-10150,Consumer,United States,Yonkers,New York,10701,East,705.562,16,0.04,261.19010000000003
CA-2014-169446,12/19/2014,12/25/2014,Standard Class,SG-20605,Consumer,United States,Chicago,Illinois,60623,Central,372.12,9,0.20000000000000004,34.1499
CA-2014-169460,4/19/2014,4/21/2014,Second Class,NF-18595,Home Office,United States,San Jose,California,95123,West,76.14,3,0.0,26.649
CA-2014-169642,7/27/2014,7/30/2014,Second Class,BB-10990,Corporate,United States,Los Angeles,California,90036,West,276.28,2,0.0,0.0
CA-2014-169684,10/20/2014,10/23/2014,First Class,FH-14365,Corporate,United States,Knoxville,Tennessee,37918,South,426.942,6,0.30000000000000004,-172.4535
CA-2014-169775,8/29/2014,9/2/2014,Second Class,RA-19945,Consumer,United States,Miami,Florida,33178,South,709.0425,9,0.44999999999999996,-436.74309999999997
CA-2014-169852,10/21/2014,10/26/2014,Standard Class,SF-20965,Corporate,United States,San Diego,California,92024,West,36.36,3,0.2,12.2715
CA-2015-100146,5/14/2015,5/19/2015,Standard Class,CB-12535,Corporate,United States,Camarillo,California,93010,West,1452.7875,13,0.1375,151.5779
CA-2015-100216,4/13/2015,4/14/2015,First Class,HJ-14875,Home Office,United States,Mesa,Arizona,85204,West,85.92,9,0.2,28.7016
CA-2015-100251,5/17/2015,5/23/2015,Standard Class,DV-13465,Consumer,United States,Long Beach,New York,11561,East,87.1,14,0.0,31.244
CA-2015-100454,11/20/2015,11/25/2015,Standard Class,BM-11650,Corporate,United States,New York City,New York,10035,East,258.01800000000003,11,0.06666666666666667,28.9647
CA-2015-100545,11/22/2015,11/26/2015,Standard Class,IM-15070,Consumer,United States,Philadelphia,Pennsylvania,19120,East,11.61,2,0.7,-9.288
CA-2015-100657,11/2/2015,11/7/2015,Standard Class,SW-20245,Consumer,United States,Troy,New York,12180,East,109.764,2,0.1,8.5372
CA-2015-100685,12/19/2015,12/21/2015,Second Class,SM-20950,Corporate,United States,Omaha,Nebraska,68104,Central,128.36,9,0.0,60.4876
CA-2015-100734,9/15/2015,9/20/2015,Standard Class,AC-10615,Corporate,United States,Philadelphia,Pennsylvania,19143,East,150.76,6,0.44999999999999996,-32.2976
CA-2015-100769,5/16/2015,5/16/2015,Same Day,TH-21550,Home Office,United States,Jacksonville,Florida,32216,South,255.968,4,0.2,31.996
CA-2015-100818,5/31/2015,6/5/2015,Second Class,JM-15265,Corporate,United States,Chicago,Illinois,60653,Central,234.516,14,0.45,-11.901399999999994
CA-2015-101091,12/5/2015,12/9/2015,Second Class,SW-20245,Consumer,United States,Philadelphia,Pennsylvania,19140,East,74.048,8,0.44999999999999996,-19.3826
CA-2015-101126,2/10/2015,2/14/2015,Second Class,NB-18655,Corporate,United States,Philadelphia,Pennsylvania,19143,East,77.24,5,0.2,7.724
CA-2015-101154,9/18/2015,9/21/2015,First Class,CM-12190,Consumer,United States,San Diego,California,92105,West,443.92,4,0.0,8.8784
CA-2015-101707,8/27/2015,9/1/2015,Standard Class,PF-19165,Consumer,United States,San Diego,California,92105,West,150.22,9,0.0,63.233599999999996
CA-2015-101889,12/27/2015,12/31/2015,Standard Class,DB-13120,Corporate,United States,Marion,Ohio,43302,East,1568.862,12,0.30000000000000004,-457.9902
CA-2015-101910,11/27/2015,12/3/2015,Standard Class,CD-11920,Consumer,United States,Lake Elsinore,California,92530,West,283.92,5,0.2,17.745
CA-2015-101924,9/4/2015,9/9/2015,Standard Class,KB-16585,Corporate,United States,Medford,Oregon,97504,West,9.762,2,0.7,-6.8334
CA-2015-102015,9/12/2015,9/18/2015,Standard Class,TM-21010,Consumer,United States,Auburn,New York,13021,East,193.26,13,0.0,44.7494
CA-2015-102036,9/21/2015,9/27/2015,Standard Class,CS-12130,Consumer,United States,Seattle,Washington,98105,West,199.74,6,0.0,47.9376
CA-2015-102260,9/22/2015,9/26/2015,Standard Class,SJ-20125,Home Office,United States,Franklin,Tennessee,37064,South,763.5079999999999,13,0.3,-65.819
CA-2015-102281,10/12/2015,10/14/2015,First Class,MP-17470,Home Office,United States,New York City,New York,10035,East,1668.988,26,0.08,210.9114
CA-2015-102316,3/1/2015,3/3/2015,Second Class,DH-13075,Corporate,United States,Los Angeles,California,90045,West,200.73600000000002,5,0.2,-19.585800000000003
CA-2015-102491,8/24/2015,8/28/2015,Standard Class,KW-16435,Consumer,United States,Florence,Kentucky,41042,South,3747.9300000000003,14,0.0,1605.7021
CA-2015-102582,9/15/2015,9/19/2015,Standard Class,NW-18400,Consumer,United States,Mobile,Alabama,36608,South,1918.79,12,0.0,506.9794
CA-2015-102722,4/18/2015,4/19/2015,First Class,KW-16570,Consumer,United States,Monroe,Louisiana,71203,South,106.5,6,0.0,41.535
CA-2015-102778,11/21/2015,11/24/2015,First Class,JH-15820,Consumer,United States,Monroe,North Carolina,28110,South,18.176,1,0.2,4.7712
CA-2015-102806,5/21/2015,5/28/2015,Standard Class,HG-14965,Corporate,United States,Philadelphia,Pennsylvania,19143,East,24.588,2,0.7,-18.0312
CA-2015-102848,11/7/2015,11/9/2015,Second Class,KB-16240,Corporate,United States,Los Angeles,California,90036,West,190.72,1,0.2,11.92
CA-2015-102855,4/5/2015,4/6/2015,Same Day,JF-15415,Consumer,United States,Spokane,Washington,99207,West,263.78,14,0.0,32.8302
CA-2015-103072,9/27/2015,9/30/2015,Second Class,HW-14935,Corporate,United States,Detroit,Michigan,48205,Central,42.32,9,0.0,17.1976
CA-2015-103093,2/3/2015,2/7/2015,Standard Class,FO-14305,Consumer,United States,Columbus,Georgia,31907,South,74.52,9,0.0,35.0244
CA-2015-103135,7/24/2015,7/28/2015,Standard Class,SS-20515,Home Office,United States,Louisville,Kentucky,40214,South,525.95,32,0.0,174.0094
CA-2015-103177,5/30/2015,6/1/2015,First Class,EN-13780,Consumer,United States,New York City,New York,10009,East,529.14,8,0.0,51.1548
CA-2015-103716,4/30/2015,5/6/2015,Standard Class,KB-16585,Corporate,United States,San Francisco,California,94110,West,54.45,8,0.1,11.4345
CA-2015-103723,12/1/2015,12/6/2015,Standard Class,BT-11305,Home Office,United States,Seattle,Washington,98105,West,13.9,5,0.0,5.56
CA-2015-103772,6/28/2015,7/2/2015,Standard Class,MP-17470,Home Office,United States,Smyrna,Georgia,30080,South,260.31,7,0.0,97.2226
CA-2015-103793,3/26/2015,3/31/2015,Standard Class,BV-11245,Corporate,United States,Miami,Florida,33142,South,74.352,3,0.2,23.235
CA-2015-103835,9/24/2015,9/28/2015,Standard Class,SC-20440,Corporate,United States,Los Angeles,California,90032,West,1173.03,7,0.0,340.4769
CA-2015-103870,12/27/2015,12/31/2015,Standard Class,SP-20860,Corporate,United States,Murfreesboro,Tennessee,37130,South,284.44,18,0.2,14.4298
CA-2015-103933,9/25/2015,9/27/2015,First Class,DR-12880,Corporate,United States,New York City,New York,10011,East,899.91,9,0.0,395.9604
CA-2015-103961,11/5/2015,11/9/2015,Standard Class,NG-18430,Consumer,United States,Quincy,Illinois,62301,Central,19.824,6,0.2,6.4428
CA-2015-104038,2/6/2015,2/8/2015,First Class,LO-17170,Corporate,United States,Suffolk,Virginia,23434,South,176.63,8,0.0,16.3896
CA-2015-104052,3/1/2015,3/2/2015,First Class,TP-21565,Corporate,United States,Coppell,Texas,75019,Central,95.84,4,0.2,34.742
CA-2015-104059,6/13/2015,6/15/2015,Second Class,FC-14245,Home Office,United States,Springfield,Ohio,45503,East,3.424,1,0.2,0.2996
CA-2015-104115,6/12/2015,6/16/2015,Standard Class,JH-15910,Consumer,United States,West Palm Beach,Florida,33407,South,55.984,2,0.2,4.1988
CA-2015-104129,2/27/2015,3/2/2015,Standard Class,ES-14080,Corporate,United States,Providence,Rhode Island,2908,East,599.9,9,0.15,-27.1642
CA-2015-104241,1/4/2015,1/9/2015,Standard Class,AG-10495,Corporate,United States,Alexandria,Virginia,22304,South,192.22,14,0.0,69.1992
CA-2015-104297,5/29/2015,5/31/2015,First Class,CC-12100,Home Office,United States,Cleveland,Ohio,44105,East,85.056,3,0.2,28.7064
CA-2015-104346,12/11/2015,12/16/2015,Standard Class,IM-15070,Consumer,United States,Colorado Springs,Colorado,80906,West,730.038,41,0.2888888888888889,-332.41360000000003
CA-2015-104486,5/1/2015,5/6/2015,Standard Class,PO-18850,Consumer,United States,San Francisco,California,94109,West,84.55600000000001,6,0.06666666666666667,25.3814
CA-2015-104493,10/2/2015,10/8/2015,Standard Class,EB-13705,Corporate,United States,San Diego,California,92105,West,57.504,6,0.2,20.1264
CA-2015-104514,1/2/2015,1/4/2015,Second Class,CB-12535,Corporate,United States,Newark,Delaware,19711,East,115.39999999999999,8,0.0,34.5112
CA-2015-104626,9/1/2015,9/8/2015,Standard Class,DR-12940,Home Office,United States,Franklin,Massachusetts,2038,East,1388.46,14,0.0,409.8546
CA-2015-104871,3/30/2015,4/3/2015,Standard Class,DR-12940,Home Office,United States,Normal,Illinois,61761,Central,366.744,4,0.3,-110.0232
CA-2015-104941,6/13/2015,6/19/2015,Standard Class,DH-13075,Corporate,United States,Decatur,Alabama,35601,South,976.29,17,0.0,346.28430000000003
CA-2015-104948,11/13/2015,11/17/2015,Standard Class,KH-16510,Consumer,United States,San Bernardino,California,92404,West,723.164,13,0.11666666666666665,-23.2588
CA-2015-105102,9/15/2015,9/19/2015,Second Class,BM-11575,Corporate,United States,New York City,New York,10035,East,139.216,6,0.13333333333333333,37.3324
CA-2015-105221,11/1/2015,11/3/2015,First Class,VM-21685,Home Office,United States,Philadelphia,Pennsylvania,19140,East,38.528,4,0.2,-3.8068
CA-2015-105312,11/6/2015,11/9/2015,First Class,MT-17815,Consumer,United States,Scottsdale,Arizona,85254,West,11.481,6,0.44999999999999996,-1.0427999999999997
CA-2015-105347,11/24/2015,11/28/2015,Standard Class,DP-13000,Consumer,United States,Los Angeles,California,90004,West,383.61,14,0.0,187.3809
CA-2015-105361,3/29/2015,4/4/2015,Standard Class,CM-12115,Consumer,United States,New York City,New York,10024,East,17.64,4,0.0,8.1144
CA-2015-105508,9/24/2015,9/29/2015,Standard Class,JF-15190,Consumer,United States,New York City,New York,10035,East,39.98,1,0.0,17.991
CA-2015-105599,9/7/2015,9/7/2015,Same Day,MC-17275,Consumer,United States,New York City,New York,10011,East,41.374,5,0.2,-13.8847
CA-2015-105613,10/18/2015,10/22/2015,Standard Class,KN-16705,Home Office,United States,Mcallen,Texas,78501,Central,100.86,9,0.5,-183.1062
CA-2015-105690,11/21/2015,11/26/2015,Second Class,CA-11965,Corporate,United States,Port Arthur,Texas,77642,Central,697.8208,5,0.24,92.93280000000001
CA-2015-105725,2/18/2015,2/24/2015,Standard Class,GT-14755,Consumer,United States,Long Beach,California,90805,West,96.604,3,0.1,27.198999999999998
CA-2015-105844,10/25/2015,10/27/2015,Second Class,JF-15415,Consumer,United States,Sparks,Nevada,89431,West,79.36,4,0.0,23.808
CA-2015-105970,3/2/2015,3/7/2015,Standard Class,PA-19060,Home Office,United States,Richmond,Indiana,47374,Central,112.03999999999999,7,0.0,53.581599999999995
CA-2015-106187,6/23/2015,6/29/2015,Standard Class,RF-19345,Corporate,United States,East Point,Georgia,30344,South,268.4,7,0.0,102.0138
CA-2015-106208,12/10/2015,12/15/2015,Standard Class,JW-16075,Consumer,United States,Chicago,Illinois,60610,Central,53.088,7,0.8,-108.8304
CA-2015-106215,4/16/2015,4/21/2015,Standard Class,BN-11470,Corporate,United States,Philadelphia,Pennsylvania,19143,East,12.576,4,0.2,4.0872
CA-2015-106257,4/13/2015,4/17/2015,Second Class,EB-14110,Consumer,United States,Los Angeles,California,90045,West,721.488,4,0.2,26.895000000000003
CA-2015-106320,9/25/2015,9/30/2015,Standard Class,EB-13870,Consumer,United States,Orem,Utah,84057,West,1044.63,3,0.0,240.2649
CA-2015-106362,12/11/2015,12/15/2015,Standard Class,LC-16885,Consumer,United States,Troy,Ohio,45373,East,10.332,3,0.7,-7.5768
CA-2015-106565,3/20/2015,3/23/2015,First Class,BW-11110,Corporate,United States,Milwaukee,Wisconsin,53209,Central,51.84,8,0.0,24.8832
CA-2015-107020,7/10/2015,7/14/2015,Standard Class,MV-18190,Consumer,United States,San Bernardino,California,92404,West,39.92,2,0.2,12.974
CA-2015-107083,11/21/2015,11/27/2015,Standard Class,BB-11545,Corporate,United States,Fort Worth,Texas,76106,Central,39.608000000000004,12,0.65,-82.59320000000001
CA-2015-107468,12/18/2015,12/22/2015,Standard Class,MK-17905,Corporate,United States,Louisville,Colorado,80027,West,6.848,2,0.2,0.5992
CA-2015-107678,4/21/2015,4/28/2015,Standard Class,JK-16090,Consumer,United States,Louisville,Kentucky,40214,South,893.0899999999999,13,0.0,228.89280000000002
CA-2015-107685,11/30/2015,12/2/2015,Second Class,JM-15865,Consumer,United States,Las Vegas,Nevada,89115,West,106.88,8,0.0,41.5872
CA-2015-107902,8/28/2015,9/2/2015,Standard Class,SM-20950,Corporate,United States,Fairfield,Connecticut,6824,East,470.36,11,0.0,122.2936
CA-2015-107937,5/3/2015,5/8/2015,Standard Class,JB-16045,Home Office,United States,Chula Vista,California,91911,West,665.88,6,0.0,106.5408
